date,target
1970-01-01 10:02:03,4.937060004000000
1970-01-01 10:02:03,4.937060003937060
1970-01-01 10:02:03,4.937060003900000
1970-02-01 10:02:03,4.937060004000000
1970-03-01 10:02:03,4.937060004000000
1970-04-01 10:02:03,4.937060004000000
1970-05-01 10:02:03,4.937060004000000
1970-06-01 10:02:03,4.937060004000000
1970-07-01 10:02:03,4.937060004000000
1970-08-01 10:02:03,4.937060004000000
1970-09-01 10:02:03,4.937060004000000
1970-10-01 10:02:03,4.937060004000000
1970-11-01 10:02:03,4.937060004000000
1970-12-01 10:02:03,4.937060004000000
1971-01-01 10:02:03,4.912638336858970
1971-01-01 10:02:03,4.937060004000000
1971-01-01 10:02:03,4.912638336900000
1971-02-01 10:02:03,4.937060004000000
1971-03-01 10:02:03,4.937060004000000
1971-04-01 10:02:03,4.937060004000000
1971-05-01 10:02:03,4.937060004000000
1971-06-01 10:02:03,4.937060004000000
1971-07-01 10:02:03,4.937060004000000
1971-08-01 10:02:03,4.937060004000000
1971-09-01 10:02:03,4.937060004000000
1971-10-01 10:02:03,4.937060004000000
1971-11-01 10:02:03,4.937060004000000
1971-12-01 10:02:03,4.643999999000000
1972-01-01 10:02:03,4.480514953200000
1972-01-01 10:02:03,4.598975293000000
1972-01-01 10:02:03,4.480514953211320
1972-02-01 10:02:03,4.522974600000000
1972-03-01 10:02:03,4.480396434000000
1972-04-01 10:02:03,4.477107515000000
1972-05-01 10:02:03,4.456573994000000
1972-06-01 10:02:03,4.456485105000000
1972-07-01 10:02:03,4.446440568000000
1972-08-01 10:02:03,4.447596135000000
1972-09-01 10:02:03,4.448929479000000
1972-10-01 10:02:03,4.464929625000000
1972-11-01 10:02:03,4.481640890000000
1972-12-01 10:02:03,4.484129801000000
1973-01-01 10:02:03,3.962495412242230
1973-01-01 10:02:03,4.518263446000000
1973-01-01 10:02:03,3.962495412200000
1973-02-01 10:02:03,4.278261256000000
1973-03-01 10:02:03,4.026703406000000
1973-04-01 10:02:03,4.046881367000000
1973-05-01 10:02:03,3.984747467000000
1973-06-01 10:02:03,3.778612253000000
1973-07-01 10:02:03,3.604121772000000
1973-08-01 10:02:03,3.773278871000000
1973-09-01 10:02:03,3.786967885000000
1973-10-01 10:02:03,3.745900844000000
1973-11-01 10:02:03,3.926613603000000
1973-12-01 10:02:03,4.079592777000000
1974-01-01 10:02:03,4.180749999000000
1974-01-01 10:02:03,4.180749999000000
1974-01-01 10:02:03,4.347699999000000
1974-02-01 10:02:03,4.273899999000000
1974-03-01 10:02:03,4.207399999000000
1974-04-01 10:02:03,4.180999999000000
1974-05-01 10:02:03,4.143999999000000
1974-06-01 10:02:03,4.184999999000000
1974-07-01 10:02:03,4.142999999000000
1974-08-01 10:02:03,4.170999999000000
1974-09-01 10:02:03,4.199999999000000
1974-10-01 10:02:03,4.170999999000000
1974-11-01 10:02:03,4.100999999000000
1974-12-01 10:02:03,4.043999999000000
1975-01-01 10:02:03,3.949408332300000
1975-01-01 10:02:03,3.949408332333330
1975-01-01 10:02:03,3.942999999000000
1975-02-01 10:02:03,3.887999999000000
1975-03-01 10:02:03,3.835999999000000
1975-04-01 10:02:03,3.871999999000000
1975-05-01 10:02:03,3.641999999000000
1975-06-01 10:02:03,3.825999999000000
1975-07-01 10:02:03,3.966999999000000
1975-08-01 10:02:03,4.059999999000000
1975-09-01 10:02:03,4.092999999000000
1975-10-01 10:02:03,4.061999999000000
1975-11-01 10:02:03,4.087999999000000
1975-12-01 10:02:03,4.115899999000000
1976-01-01 10:02:03,4.163824999000000
1976-01-01 10:02:03,4.163824999000000
1976-01-01 10:02:03,4.116099999000000
1976-02-01 10:02:03,4.132799999000000
1976-03-01 10:02:03,4.147999999000000
1976-04-01 10:02:03,4.137999999000000
1976-05-01 10:02:03,4.148999999000000
1976-06-01 10:02:03,4.175999999000000
1976-07-01 10:02:03,4.188899999000000
1976-08-01 10:02:03,4.205999999000000
1976-09-01 10:02:03,4.184999999000000
1976-10-01 10:02:03,4.180999999000000
1976-11-01 10:02:03,4.178099999000000
1976-12-01 10:02:03,4.166999999000000
1977-01-01 10:02:03,4.146758332333330
1977-01-01 10:02:03,4.146758332300000
1977-01-01 10:02:03,4.169999999000000
1977-02-01 10:02:03,4.177799999000000
1977-03-01 10:02:03,4.176999999000000
1977-04-01 10:02:03,4.168299999000000
1977-05-01 10:02:03,4.161599999000000
1977-06-01 10:02:03,4.157699999000000
1977-07-01 10:02:03,4.122999999000000
1977-08-01 10:02:03,4.144999999000000
1977-09-01 10:02:03,4.155999999000000
1977-10-01 10:02:03,4.128999999000000
1977-11-01 10:02:03,4.117999999000000
1977-12-01 10:02:03,4.077699999000000
1978-01-01 10:02:03,3.965899999000000
1978-01-01 10:02:03,4.042599999000000
1978-01-01 10:02:03,3.965899999000000
1978-02-01 10:02:03,4.059899999000000
1978-03-01 10:02:03,4.021099999000000
1978-04-01 10:02:03,3.993499999000000
1978-05-01 10:02:03,4.015499999000000
1978-06-01 10:02:03,4.006799999000000
1978-07-01 10:02:03,3.957599999000000
1978-08-01 10:02:03,3.913199999000000
1978-09-01 10:02:03,3.908999999000000
1978-10-01 10:02:03,3.797499999000000
1978-11-01 10:02:03,3.977799999000000
1978-12-01 10:02:03,3.896299999000000
1979-01-01 10:02:03,3.853266665700000
1979-01-01 10:02:03,3.853266665666670
1979-01-01 10:02:03,3.864699999000000
1979-02-01 10:02:03,3.876599999000000
1979-03-01 10:02:03,3.878099999000000
1979-04-01 10:02:03,3.901899999000000
1979-05-01 10:02:03,3.921899999000000
