date,target
2022-06-25 10:02:03,5
2022-06-26 10:02:03,8
2022-06-27 10:02:03,11
2022-06-28 10:02:03,13
2022-06-29 10:02:03,11
2022-06-30 10:02:03,14
2022-07-01 10:02:03,18
2022-07-02 10:02:03,10
2022-07-03 10:02:03,13
2022-07-04 10:02:03,45
2022-07-05 10:02:03,0
2022-07-06 10:02:03,8
2022-07-07 10:02:03,21
2022-07-08 10:02:03,26
2022-07-09 10:02:03,18
2022-07-10 10:02:03,11
2022-07-11 10:02:03,17
2022-07-12 10:02:03,29
2022-07-13 10:02:03,25
2022-07-14 10:02:03,28
2022-07-15 10:02:03,36
2022-07-16 10:02:03,32
2022-07-17 10:02:03,21
2022-07-18 10:02:03,42
2022-07-19 10:02:03,55
2022-07-20 10:02:03,49
2022-07-21 10:02:03,63
2022-07-22 10:02:03,46
2022-07-23 10:02:03,72
2022-07-24 10:02:03,67
2022-07-25 10:02:03,77
2022-07-26 10:02:03,94
2022-07-27 10:02:03,86
2022-07-28 10:02:03,98
2022-07-29 10:02:03,93
2022-07-30 10:02:03,87
2022-07-31 10:02:03,80
2022-08-01 10:02:03,92
2022-08-02 10:02:03,111
2022-08-03 10:02:03,120
2022-08-04 10:02:03,125
2022-08-05 10:02:03,131
2022-08-06 10:02:03,108
2022-08-07 10:02:03,113
2022-08-08 10:02:03,102
2022-08-09 10:02:03,122
2022-08-10 10:02:03,106
2022-08-11 10:02:03,134
2022-08-12 10:02:03,148
2022-08-13 10:02:03,142
2022-08-14 10:02:03,133
2022-08-15 10:02:03,128
2022-08-16 10:02:03,112
2022-08-17 10:02:03,92
2022-08-18 10:02:03,83
2022-08-19 10:02:03,94
2022-08-20 10:02:03,81
2022-08-21 10:02:03,74
2022-08-22 10:02:03,89
2022-08-23 10:02:03,77
2022-08-24 10:02:03,72
2022-08-25 10:02:03,54
2022-08-26 10:02:03,48
2022-08-27 10:02:03,30
2022-08-28 10:02:03,19
2022-08-29 10:02:03,41
2022-08-30 10:02:03,37
2022-08-31 10:02:03,32
2022-09-01 10:02:03,55
2022-09-02 10:02:03,46
2022-09-03 10:02:03,21
2022-09-04 10:02:03,17
2022-09-05 10:02:03,18
