date,target
2020-04-26 10:02:03,126
2020-04-27 10:02:03,135
2020-04-28 10:02:03,132
2020-04-29 10:02:03,199
2020-04-30 10:02:03,158
2020-05-01 10:02:03,148
2020-05-02 10:02:03,141
2020-05-03 10:02:03,179
2020-05-04 10:02:03,174
2020-05-05 10:02:03,190
2020-05-06 10:02:03,159
2020-05-07 10:02:03,185
2020-05-08 10:02:03,187
2020-05-09 10:02:03,189
2020-05-10 10:02:03,165
2020-05-11 10:02:03,168
2020-05-12 10:02:03,176
2020-05-13 10:02:03,186
2020-05-14 10:02:03,189
2020-05-15 10:02:03,187
2020-05-16 10:02:03,192
2020-05-17 10:02:03,198
2020-05-18 10:02:03,182
2020-05-19 10:02:03,176
2020-05-20 10:02:03,165
2020-05-21 10:02:03,186
2020-05-22 10:02:03,190
2020-05-23 10:02:03,195
2020-05-24 10:02:03,193
2020-05-25 10:02:03,197
2020-05-26 10:02:03,194
2020-05-27 10:02:03,160
2020-05-28 10:02:03,140
2020-05-29 10:02:03,137
2020-05-30 10:02:03,133
2020-05-31 10:02:03,127
2020-06-01 10:02:03,119
2020-06-02 10:02:03,113
2020-06-03 10:02:03,107
2020-06-04 10:02:03,98
2020-06-05 10:02:03,104
2020-06-06 10:02:03,115
2020-06-07 10:02:03,104
2020-06-08 10:02:03,111
2020-06-09 10:02:03,117
2020-06-10 10:02:03,102
2020-06-11 10:02:03,105
2020-06-12 10:02:03,109
2020-06-13 10:02:03,112
2020-06-14 10:02:03,109
2020-06-15 10:02:03,112
2020-06-16 10:02:03,116
2020-06-17 10:02:03,121
2020-06-18 10:02:03,117
2020-06-19 10:02:03,119
2020-06-20 10:02:03,127
2020-06-21 10:02:03,140
2020-06-22 10:02:03,149
2020-06-23 10:02:03,156
2020-06-24 10:02:03,172
2020-06-25 10:02:03,197
2020-06-26 10:02:03,240
2020-06-27 10:02:03,283
2020-06-28 10:02:03,305
2020-06-29 10:02:03,298
2020-06-30 10:02:03,336
2020-07-01 10:02:03,365
2020-07-02 10:02:03,385
2020-07-03 10:02:03,413
2020-07-04 10:02:03,430
2020-07-05 10:02:03,441
2020-07-06 10:02:03,463
2020-07-07 10:02:03,475
2020-07-08 10:02:03,469
2020-07-09 10:02:03,460
2020-07-10 10:02:03,434
2020-07-11 10:02:03,470
2020-07-12 10:02:03,483
2020-07-13 10:02:03,494
